"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"200647_x_at",-1550.37426704098,1464.17781428571,-8.92196572880649,1.00954777546132e-15,2.20788098493391e-12,4.2824540978986,"EIF3C"
"210949_s_at",-1684.16122039836,1613.05179428571,-8.90495043786729,1.11859100955686e-15,2.35226782490466e-12,4.25799493085257,"EIF3C"
"200629_at",-559.788429357377,634.703389937888,-8.88521014557855,1.2598421033996e-15,2.55118025938419e-12,4.22960887557403,"WARS1"
"210976_s_at",-1681.14442113115,1676.55214068323,-8.87903494176725,1.30756817880006e-15,2.55326036342477e-12,4.22072696402136,"PFKM"
"201387_s_at",-3917.28837121312,3146.74501,-8.84539698472817,1.60090446041718e-15,3.01825694390723e-12,4.17232746745454,"UCHL1"
"211714_x_at",-1438.76267859016,1289.33374931677,-8.83628705071626,1.69103559995506e-15,3.08191238091809e-12,4.15921479545854,"TUBB"
"214333_x_at",-175.850859457213,153.059944658385,-8.81946518155952,1.87092507914459e-15,3.22018936710797e-12,4.13499625065374,"IDH3G"
"213726_x_at",-2819.16595134426,2474.29272195652,-8.81824397377738,1.88470159574677e-15,3.22018936710797e-12,4.1332377977111,"TUBB4B"
"200802_at",-778.484442337705,712.61833821118,-8.79292373099864,2.19418115278092e-15,3.55601528836978e-12,4.09677024553392,"SARS1"
"209991_x_at",-338.745782772295,290.619891950311,-8.79162649508141,2.21133095207266e-15,3.55601528836978e-12,4.09490148125724,"GABBR2"
"218488_at",-167.857819004918,175.638813795031,-8.76409953601202,2.60834414449438e-15,4.07460617429229e-12,4.05523748376433,"EIF2B3"
"209026_x_at",-973.040130977049,811.886725217391,-8.7347139523171,3.11054672587484e-15,4.72414283992241e-12,4.01287604478211,"TUBB"
"200039_s_at",-651.737154380327,671.464623229814,-8.71486601596863,3.50300099691257e-15,5.17639404070796e-12,3.98425286603118,"PSMB2"
"204663_at",-280.408891519672,334.216194453416,-8.69343473471891,3.98214106634088e-15,5.72956744216283e-12,3.95333668621898,"ME3"
"221263_s_at",-291.928006814754,319.226019751553,-8.67533391728642,4.43716062220614e-15,6.22055787228515e-12,3.92721735687751,"SF3B5"
"202309_at",-350.847123503279,473.41574378882,-8.66442705167225,4.73590284357e-15,6.47338719930475e-12,3.91147556087053,"MTHFD1"
"200966_x_at",-4512.04925336885,4346.7278816646,-8.63606105852027,5.60972452869162e-15,7.30126194463386e-12,3.8705238918633,"ALDOA"
"221772_s_at",-120.061546754098,132.376424465839,-8.63176145868789,5.75547417411921e-15,7.30126194463386e-12,3.8643152182228,"PPP2R2D"
"230411_at",-189.521489280328,199.966677447205,-8.63165110209297,5.75926418926926e-15,7.30126194463386e-12,3.86415585724023,"UBE2V2"
"203197_s_at",-253.621141213115,366.105998074534,-8.62829459940294,5.87572977711733e-15,7.30126194463386e-12,3.85930877019281,"CZIB"
"215543_s_at",-374.535389136066,390.239304354037,-8.621420227782,6.12161286774831e-15,7.43775963431419e-12,3.84938089027174,"LARGE1"
"214548_x_at",-6182.63379759017,6515.97393869565,-8.61712684248538,6.28033656182709e-15,7.46472611995426e-12,3.84317997853916,"GNAS"
"200065_s_at",-1461.76946840984,1778.77682657143,-8.60421511871282,6.78272857834826e-15,7.72595177127482e-12,3.82452954711409,"ARF1"
"240005_at",-124.989785354754,126.508388062112,-8.59254745535165,7.27094734306617e-15,8.05950300340521e-12,3.80767343235427,"LARP4B"
"207232_s_at",-135.909217228197,122.53077363354,-8.59026695139922,7.37037311696864e-15,8.05950300340521e-12,3.80437852663191,"DZIP3"
"208977_x_at",-2229.82150804918,1910.63244391304,-8.58523462750592,7.5945766287221e-15,8.14183288579178e-12,3.79710741568452,"TUBB4B"
"208936_x_at",-502.874257309836,521.20878621118,-8.56598027240799,8.51673230886763e-15,8.95485267283342e-12,3.76928295721181,"LGALS8"
"203694_s_at",-124.10397054164,231.994944385093,-8.54940595806478,9.39905057882952e-15,9.69609604523592e-12,3.74532620785768,"DHX16"
"208906_at",-1278.94124818361,1092.06065040683,-8.53938184208126,9.9761281875757e-15,1.01008297899204e-11,3.73083492532578,"BSCL2"
"1555272_at",-136.934537149016,165.636110913043,-8.53564811561375,1.01999542468165e-14,1.01396817899035e-11,3.72543686147388,"RSPH10B2"
"221504_s_at",-2033.92019178689,1743.11768783851,-8.52568159973802,1.08221398745059e-14,1.05440023024495e-11,3.71102656101665,"ATP6V1H"
"212736_at",-963.421972721312,1292.38692590062,-8.52259496706539,1.10223686137391e-14,1.05440023024495e-11,3.70656335597104,"BMERB1"
"223107_s_at",-633.059273895082,663.351084347826,-8.52012525020065,1.11852242074453e-14,1.05440023024495e-11,3.70299208630942,"ZCCHC17"
"202712_s_at",-1468.19236817377,1611.305904,-8.47828923725631,1.43366353905748e-14,1.32856871182996e-11,3.6424815510237,"CKMT1B"
"218953_s_at",-309.870016345902,315.821546583851,-8.46373988827214,1.56276564912607e-14,1.42407019776614e-11,3.62143149580898,"PCYOX1L"
"202507_s_at",-1646.68852765738,1040.15278918012,-8.46089845904978,1.58929443538313e-14,1.42450284023889e-11,3.61732014286228,"SNAP25"
"201214_s_at",-731.039512873771,827.190233335404,-8.45631180747881,1.63306390976364e-14,1.44012531074721e-11,3.61068332716972,"PPP1R7"
"202178_at",-1535.38500210984,1862.25408159627,-8.44791920868033,1.71627394617204e-14,1.48379808130051e-11,3.59853858571233,"PRKCZ"
"204513_s_at",-149.670563768197,156.34491342236,-8.44590479322138,1.73686469507513e-14,1.48379808130051e-11,3.59562342222577,"ELMO1"
"215116_s_at",-4575.06820586065,5020.12312763975,-8.43424655567265,1.86094040520471e-14,1.56533717930104e-11,3.57875108307248,"DNM1"
"AFFX-HSAC07/X00351_3_at",-5977.59113106557,7330.5385136646,-8.43006915990239,1.90750852243414e-14,1.57848362295357e-11,3.57270490921596,"ACTB"
"210758_at",-302.354812503279,402.664125614907,-8.42771059507656,1.93431006379313e-14,1.57848362295357e-11,3.56929112468268,"PSIP1"
"215785_s_at",-3769.35921029508,5242.88952149068,-8.41986829219507,2.02614297614202e-14,1.59735229377679e-11,3.55793964683842,"CYFIP2"
"205551_at",-3637.89132906558,3746.82782434783,-8.41923364370702,2.03376126944617e-14,1.59735229377679e-11,3.55702097808512,"SV2B"
"208851_s_at",-1568.08654793279,1701.67384307453,-8.41829520572546,2.04507838252172e-14,1.59735229377679e-11,3.55566255708806,"THY1"
"200780_x_at",-8472.35683918032,11418.0701686957,-8.37385309169118,2.65906953942098e-14,2.04767080377242e-11,3.49131824329572,"GNAS"
"201892_s_at",-376.908551206557,458.300703416149,-8.36753587252802,2.76006446444176e-14,2.09592395268546e-11,3.48217007124883,"IMPDH2"
"228546_at",-3401.83690218033,3504.72567391304,-8.36333776910536,2.82927721366496e-14,2.11905111859084e-11,3.47609040306814,"DPP6"
"222005_s_at",-1256.1896796,1045.54129698137,-8.34897453243951,3.07936879160512e-14,2.26357758581794e-11,3.45528813134543,"GNG3"
"200950_at",-330.511480269508,245.512416521739,-8.34756601721623,3.10504469933874e-14,2.26357758581794e-11,3.4532480548692,"ARPC1A"
"200720_s_at",-207.725023068689,205.348933819876,-8.34384179786032,3.1739619637277e-14,2.26777626969864e-11,3.44785383541709,"ACTR1A"
"213646_x_at",-6837.96738596722,6766.32331018634,-8.34278681917705,3.19375898979049e-14,2.26777626969864e-11,3.44632575971803,"TUBA1A"
"227556_at",-6723.89088767213,5643.7767357764,-8.33506150222266,3.34251034899269e-14,2.32817255878767e-11,3.43513571811259,"NME7"
"220155_s_at",-204.008926146721,264.89352947205,-8.33397473807611,3.36398046903019e-14,2.32817255878767e-11,3.43356150029607,"BRD9"
"208678_at",-2754.39005826229,2497.95463283851,-8.33092142201512,3.42503706761293e-14,2.34079877089671e-11,3.42913859292346,"ATP6V1E1"
"208308_s_at",-973.642252136885,898.264602329193,-8.32838833570044,3.47652450908406e-14,2.34665404363174e-11,3.42546919453689,"GPI"
"212197_x_at",-934.890292804919,1540.45697720497,-8.31901494278164,3.67381715902768e-14,2.44958479475413e-11,3.41189043278613,"MPRIP"
"214687_x_at",-5256.65369806885,5005.51852493168,-8.31293268775655,3.80774131071143e-14,2.46366926918877e-11,3.40307889893583,"ALDOA"
"211779_x_at",-229.188199527869,287.78673836646,-8.31263931922656,3.81432202453348e-14,2.46366926918877e-11,3.40265387834771,"AP2A2"
"210425_x_at",-211.671407214754,198.760444378882,-8.30845103509353,3.9095119045049e-14,2.46366926918877e-11,3.39658596706177,"GOLGA8A"
"212159_x_at",-250.152162140984,293.84458678882,-8.30731893896338,3.93564407658935e-14,2.46366926918877e-11,3.39494577679045,"AP2A2"
"238417_at",-642.095094381148,593.786168322981,-8.30663532900917,3.95150770896837e-14,2.46366926918877e-11,3.3939553509512,"PGM2L1"
"218377_s_at",-146.131935223607,170.309579826087,-8.30604309627281,3.96530216165728e-14,2.46366926918877e-11,3.39309731031298,"RWDD2B"
"213486_at",-3534.96267852459,3252.49609565217,-8.2976832278159,4.16519842658284e-14,2.51766464641891e-11,3.38098497653456,"COPG2IT1"
"203656_at",-1303.69221739672,1218.86965031677,-8.29665961067484,4.19035176633052e-14,2.51766464641891e-11,3.37950184608221,"FIG4"
"223206_s_at",-320.491839339344,340.413615391304,-8.28659398625304,4.44586531810329e-14,2.63223078336079e-11,3.36491712790521,"NMRAL1"
"228943_at",-747.455573032786,668.544628136646,-8.28403417781543,4.51327447824999e-14,2.63223078336079e-11,3.36120791140033,"MAP6"
"227453_at",-285.682661227049,324.682066652174,-8.28357537893404,4.52546307518819e-14,2.63223078336079e-11,3.36054309585599,"UNC13A"
"217749_at",-95.1029382763935,115.927620018634,-8.26313429615965,5.10296980822905e-14,2.93689341331498e-11,3.33092137312315,"COPG1"
"224462_s_at",-276.213343622557,259.49896061118,-8.25771573926896,5.26794902831417e-14,3.00026159503206e-11,3.32306859852019,"CHCHD6"
"235850_at",-404.832504985246,469.291196024845,-8.2541879740203,5.37819257104829e-14,3.03147091569139e-11,3.31795589979506,"FAM162A"
"202949_s_at",-213.735439562295,249.946926857143,-8.24372272003941,5.718883240637e-14,3.19061164471253e-11,3.3027882909951,"FHL2"
"202397_at",-193.141769343114,279.157349322981,-8.24183308235839,5.78264283904946e-14,3.19359593156595e-11,3.30004949030338,"NUTF2"
"223145_s_at",-117.221370469836,133.293491770186,-8.23482763606781,6.02523355034655e-14,3.29429644365197e-11,3.28989570694585,"AKIRIN2"
"214771_x_at",-629.25902892623,1039.05292708075,-8.21949299257805,6.59206342910948e-14,3.56852542560951e-11,3.26766821206817,"MPRIP"
"202471_s_at",-444.04897010164,364.526142173913,-8.21419202036501,6.80006620322602e-14,3.6450354868763e-11,3.25998408891478,"IDH3G"
"202785_at",-253.570057173115,206.369350291925,-8.20623333828394,7.12464072109945e-14,3.78193914005934e-11,3.24844707417032,"NDUFA7"
"212361_s_at",-3751.55706298361,3878.03141453416,-8.19212007010274,7.73844987271599e-14,4.02845916863633e-11,3.22798727367868,"ATP2A2"
"208696_at",-161.649072093934,144.937621095031,-8.18928560289088,7.86790989804864e-14,4.02845916863633e-11,3.22387803774333,"CCT5"
"214432_at",-157.969918863115,139.130067186335,-8.18898324131631,7.88184599537026e-14,4.02845916863633e-11,3.22343968968925,"ATP1A3"
"200968_s_at",-187.242839188951,258.88569850559,-8.188941536734,7.88377011511819e-14,4.02845916863633e-11,3.22337922851595,"PPIB"
"211750_x_at",-4686.83398844754,4904.17796968944,-8.18700751497147,7.97351359137236e-14,4.03659125563226e-11,3.22057537109115,"TUBA1C"
"219193_at",-91.9896071619672,123.805215118012,-8.18058240887916,8.2789931515902e-14,4.15278853727701e-11,3.21126038378054,"WDR70"
"212266_s_at",-1074.67718177869,1633.54308813665,-8.17650718719156,8.47873630570572e-14,4.21431734104055e-11,3.20535208727142,"SRSF5"
"203173_s_at",-261.749371747541,448.457185614907,-8.17016230981027,8.79928007909034e-14,4.33423998490328e-11,3.19615303675165,"VPS35L"
"212033_at",-438.89105167377,630.293807888199,-8.16250949968589,9.20192993452774e-14,4.49210284973486e-11,3.18505740528306,"RBM25"
"200981_x_at",-7807.75997098361,10815.4502043354,-8.15713041012816,9.49583486378329e-14,4.5945554971447e-11,3.17725820654874,"GNAS"
"204723_at",-2417.93185115246,1826.16542329193,-8.15236366911773,9.76405259434531e-14,4.66476519004755e-11,3.17034673762461,"SCN3B"
"213366_x_at",-2650.82167127869,2196.93561552795,-8.151532627019,9.8115774459162e-14,4.66476519004755e-11,3.16914176850508,"ATP5F1C"
"200801_x_at",-8007.89799914754,8067.35054223602,-8.13715713160039,1.06709425163292e-13,5.02960156965776e-11,3.14829751588269,"ACTB"
"202433_at",-200.596441042623,231.72123068323,-8.13479382794199,1.08191963380338e-13,5.05589367335039e-11,3.14487067261857,"SLC35B1"
"209251_x_at",-4740.00474808197,5002.55056708075,-8.11132523502316,1.24069100261466e-13,5.74871021762345e-11,3.11083946438778,"TUBA1C"
"224393_s_at",-126.693752539344,138.765968875776,-8.10918745670919,1.25625375744745e-13,5.77190539398648e-11,3.10773942451304,"TMEM121B"
"212581_x_at",-5609.97765592951,6319.32813484472,-8.09699401254343,1.34879390593835e-13,6.1454422339316e-11,3.09005715030677,"GAPDH"
"209265_s_at",-528.183472144263,690.395860931677,-8.09096698637516,1.39700052758262e-13,6.3124796566595e-11,3.08131691268476,"METTL3"
"214439_x_at",-499.589596164262,692.059549347826,-8.0885747024862,1.41660525603105e-13,6.33905622912648e-11,3.07784765554257,"BIN1"
"212273_x_at",-8037.15586896722,11047.8628431056,-8.08743145439799,1.42607026279389e-13,6.33905622912648e-11,3.07618972733437,"GNAS"
"202021_x_at",-1472.03946668033,1937.87235742857,-8.08427737564773,1.45250945408703e-13,6.40451245179098e-11,3.0716156921776,"EIF1"
"202501_at",-209.861726318033,368.134336583851,-8.08031564164244,1.48640855900262e-13,6.41830517945693e-11,3.06587036130089,"MAPRE2"
"204229_at",-2658.24162993443,2985.44767921118,-8.07798915697615,1.50667985719813e-13,6.41830517945693e-11,3.0624964607863,"SLC17A7"
"213476_x_at",-1726.97014600984,1393.94723080745,-8.07736537449689,1.51216149504569e-13,6.41830517945693e-11,3.0615918405111,"TUBB3"
"224594_x_at",-7473.98060340983,8564.26299813665,-8.07711892957751,1.5143326349336e-13,6.41830517945693e-11,3.06123444151799,"ACTB"
"213867_x_at",-7643.25058772131,8606.22446322981,-8.07520876825046,1.53126601531949e-13,6.4401514913533e-11,3.05846428529224,"ACTB"
"203413_at",-7281.5681942623,6456.72503412422,-8.07156831873651,1.5640598307374e-13,6.527860400425e-11,3.05318480556723,"NELL2"
"226296_s_at",-967.634389872131,1150.54773068323,-8.07001307120693,1.57828121182719e-13,6.53731251944328e-11,3.05092933402906,"MRPS15"
"221449_s_at",-233.35472642623,190.475088859006,-8.06057249696977,1.66740027722892e-13,6.83607656746741e-11,3.03723819406428,"ITFG1"
"203459_s_at",-484.707315768852,602.560829291925,-8.05974794141906,1.67541702796641e-13,6.83607656746741e-11,3.03604237888772,"VPS16"
"202154_x_at",-2326.13569808197,2098.0883976646,-8.05483634510199,1.72396814554827e-13,6.98207098947050e-11,3.02891929094332,"TUBB3"
"1568604_a_at",-1049.64472546885,892.995832236025,-8.03679788260857,1.91455282939202e-13,7.69692470198593e-11,3.00275853716111,"CADPS"
"211858_x_at",-8436.90300783607,7452.5111426087,-8.03197262373475,1.96898257355674e-13,7.85796512476022e-11,2.99576051406875,"GNAS"
"200638_s_at",-1272.48531910328,967.704929565217,-8.02463886690688,2.05466004766908e-13,8.14047377581935e-11,2.985124404994,"YWHAZ"
"211297_s_at",-177.830850279508,180.134979656522,-8.00101237127141,2.35661085943318e-13,9.21704783568436e-11,2.95085886253948,"CDK7"
"212130_x_at",-1518.41637157869,2169.14184453416,-8.00075701617155,2.36010369820907e-13,9.21704783568436e-11,2.95048852038636,"EIF1"
"211072_x_at",-6912.67856526229,8371.49332329192,-7.99817010555473,2.39577903341984e-13,9.29001550725034e-11,2.94673671809028,"TUBA1B"
"201570_at",-321.090649740983,414.43705136646,-7.99574900261268,2.4296518643875e-13,9.35501518911175e-11,2.94322538867456,"SAMM50"
"201322_at",-2546.60885891803,2253.18887204969,-7.99195432015905,2.48369959502153e-13,9.49624303201413e-11,2.93772195907843,"ATP5F1B"
"213453_x_at",-4500.04227172623,4591.83724279503,-7.98639907688695,2.56497951453892e-13,9.73890659426497e-11,2.92966520039822,"GAPDH"
"205273_s_at",-299.683586162951,420.155782229814,-7.9797586714147,2.66560268170678e-13,1.00511604567116e-10,2.92003466067759,"PITRM1"
"201519_at",-1872.46376439344,2299.6465267205,-7.9702901803244,2.81588260955787e-13,1.05450946354504e-10,2.90630263625875,"TOMM70"
"AFFX-HUMGAPDH/M33197_3_at",-8164.41535752459,9701.80718906832,-7.96495277532277,2.90426614991092e-13,1.07291048477284e-10,2.89856191627818,"GAPDH"
"208813_at",-514.986266629508,448.624471875776,-7.96287902048202,2.93934298646012e-13,1.07858105895777e-10,2.89555440613105,"GOT1"
"211058_x_at",-7180.4855307705,8819.39197267081,-7.95773615708081,3.02815523954016e-13,1.10376258481239e-10,2.88809587935947,"TUBA1B"
"209860_s_at",-484.31950167541,542.453505217391,-7.9504482629298,3.15858302330659e-13,1.14367898542575e-10,2.87752656015302,"ANXA7"
"202168_at",-267.168025629508,287.519863167702,-7.94628783310195,3.23552107463893e-13,1.16382970234134e-10,2.87149291207867,"TAF9"
"203146_s_at",-538.909329879672,710.198008968944,-7.94233558910376,3.31032861096487e-13,1.17332080465187e-10,2.86576121733011,"GABBR1"
"225870_s_at",-271.797188683607,364.17599136646,-7.94061863310838,3.34335869435771e-13,1.17332080465187e-10,2.86327123280322,"TRAPPC5"
"202809_s_at",-149.808228154869,237.005162411801,-7.94061056435516,3.34351468627558e-13,1.17332080465187e-10,2.86325953125449,"INTS3"
"202070_s_at",-512.731604903279,562.407285459627,-7.94039180877299,3.34774660312192e-13,1.17332080465187e-10,2.86294228538142,"IDH3A"
"200639_s_at",-3768.52503927869,4512.25297111801,-7.92529507462855,3.65299364993809e-13,1.27214922172207e-10,2.84104882931898,"YWHAZ"
"208704_x_at",-994.854655859016,1144.37035596273,-7.92230222019001,3.71670592631249e-13,1.28556486058968e-10,2.83670862850748,"APLP2"
"210130_s_at",-104.55526998541,103.822857993789,-7.92128814452845,3.73854253010989e-13,1.28556486058968e-10,2.83523803417764,"TM7SF2"
"216903_s_at",-372.087202295082,467.576838757764,-7.91988589132001,3.76894757957687e-13,1.28792005570853e-10,2.83320451664308,"MICU1"
"225003_at",-312.607059088525,476.862429478261,-7.91652116524968,3.84290814324513e-13,1.30503728404924e-10,2.82832508681606,"TMEM205"
"205257_s_at",-1461.28472387705,1218.01150809938,-7.91376568671689,3.90454664848203e-13,1.31778449386269e-10,2.82432919612099,"AMPH"
"214762_at",-1281.87634178361,1099.00425540373,-7.90607295413129,4.08186308604585e-13,1.36917708116292e-10,2.81317361540447,"ATP6V1G2"
"201090_x_at",-5565.23716662295,5630.57358503106,-7.89991699940744,4.22948607253571e-13,1.41004360375543e-10,2.80424673096413,"TUBA1B"
"218415_at",-238.518621490164,276.319115484472,-7.89681325434297,4.30590952807295e-13,1.42682183907508e-10,2.79974597410424,"VPS33B"
"217077_s_at",-437.74739058959,380.605547338509,-7.89477804051245,4.35676383062109e-13,1.43497627975426e-10,2.79679471942841,"GABBR2"
"221476_s_at",-4730.47531434426,5995.16991428571,-7.88530235912382,4.60148199924914e-13,1.50650316352663e-10,2.78305428768977,"RPL15"
"200695_at",-259.012940923279,285.383139745342,-7.86834451933199,5.07390955782098e-13,1.65128574448727e-10,2.75846512525402,"PPP2R1A"
"210408_s_at",-210.613471706885,194.985072850932,-7.86264279315243,5.24330984259351e-13,1.6963193233361e-10,2.75019782015121,"CPNE6"
"213333_at",-465.955937947541,536.077256093168,-7.8584294383545,5.37207956904711e-13,1.72775559080971e-10,2.74408870444718,"MDH2"
"218546_at",-522.498975281967,735.527250062112,-7.85517052262802,5.47382430259669e-13,1.75018329675131e-10,2.73936353068913,"C1orf115"
"218935_at",-902.682425129508,1232.60617948447,-7.85303859956726,5.54141457120871e-13,1.75414242472448e-10,2.73627243817829,"EHD3"
"201269_s_at",-74.7399271944263,103.216500906832,-7.85249410481219,5.55880933938938e-13,1.75414242472448e-10,2.7354829746443,"NUDCD3"
"209953_s_at",-94.6281276501639,88.9899510248447,-7.85175661318053,5.58245600186665e-13,1.75414242472448e-10,2.73441368722801,"CDC37"
"211752_s_at",-408.131497027869,414.479156086957,-7.84880710437486,5.67802851882098e-13,1.77397833866593e-10,2.73013723020946,"NDUFS7"
"224913_s_at",-130.567998542131,135.538221931677,-7.84597143872909,5.77144018299154e-13,1.79291756821058e-10,2.72602587737519,"TIMM50"
"229039_at",-4450.38981273279,4033.11516904348,-7.83838815636671,6.02879350860335e-13,1.84308965981184e-10,2.71503130683209,"SYN2"
"217841_s_at",-973.124084918033,1104.12311745342,-7.83615893367425,6.10658622046323e-13,1.84462763317032e-10,2.71179934590629,"PPME1"
"225900_at",-88.2238353239344,143.096957919255,-7.8332206241311,6.21064503130752e-13,1.86575284113593e-10,2.70753938460084,"EXOC6B"
"227321_at",-134.881991548361,206.212516596273,-7.83059527092058,6.30510566281818e-13,1.88377951975183e-10,2.70373319088407,"CASTOR3P"
"AFFX-HSAC07/X00351_M_at",-256.365912975574,225.213928745342,-7.82596274004053,6.47526938544967e-13,1.9241051828775e-10,2.6970171262425,"ACTB"
"211715_s_at",-124.173488319016,205.519678198758,-7.82085609109193,6.66812423047734e-13,1.97070103946675e-10,2.68961385814999,"BDH1"
"202041_s_at",-415.874267930492,438.397276055901,-7.8198244003783,6.70777196155202e-13,1.97176038708525e-10,2.68811820406916,"FIBP"
"227322_s_at",-286.902108093443,312.474090254658,-7.81157834641416,7.03317479017256e-13,2.05635738851703e-10,2.67616405249228,"BCCIP"
"223082_at",-667.750809811475,1006.10496552795,-7.80417742540818,7.33851663501279e-13,2.1342201969113e-10,2.66543546306628,"SH3KBP1"
"228775_at",-265.851185562295,280.351775285714,-7.79907312050857,7.55672203175125e-13,2.18602607701469e-10,2.65803633684947,"EMC3"
"214728_x_at",-556.696909247541,717.322528354037,-7.79755782073739,7.62272860434733e-13,2.18602607701469e-10,2.65583981603358,"SMARCA4"
"222750_s_at",-178.629917998361,210.57175447205,-7.79724108300165,7.63659772674543e-13,2.18602607701469e-10,2.65538068716937,"SRD5A3"
"209163_at",-202.396612026229,265.839548043478,-7.79564812834168,7.70672897415467e-13,2.19461149303076e-10,2.65307162231372,"CYB561"
"210247_at",-685.951656973771,706.697087776398,-7.79375064857317,7.79110024963197e-13,2.20714200077009e-10,2.65032115771522,"SYN2"
"201415_at",-499.585645167213,544.283005006211,-7.79045266268511,7.93992771935766e-13,2.23770901059732e-10,2.64554067267933,"GSS"
"213465_s_at",-510.029597827869,483.769050248447,-7.78834686590979,8.03642515418435e-13,2.25328997592323e-10,2.64248832787914,"PPP1R7"
"211296_x_at",-8476.21627165574,10181.2304051429,-7.78099496852817,8.38252112059411e-13,2.33252003387402e-10,2.63183204369854,"UBC"
"200623_s_at",-662.908251131148,760.079786770186,-7.78054193323463,8.40432458478615e-13,2.33252003387402e-10,2.63117540063292,"CALM3"
"212227_x_at",-1347.37844372131,1907.4011657764,-7.77930393795828,8.46419314872162e-13,2.33727151720381e-10,2.62938102100878,"EIF1"
"201932_at",-129.542042633279,181.974642757764,-7.77722001605441,8.56592564110015e-13,2.35347730867915e-10,2.62636056259224,"LRRC41"
"203909_at",-2373.35430385245,2683.67446086957,-7.76521398073991,9.17606726849058e-13,2.50850738952361e-10,2.60895956980992,"SLC9A6"
"226086_at",-2655.96517877049,3271.34419786957,-7.76262881767306,9.31297319765902e-13,2.53326770936322e-10,2.60521290964918,"SYT13"
"219665_at",-78.9911012619673,89.9312162670807,-7.75646510367161,9.64760987373237e-13,2.61130232597187e-10,2.59628010799341,"NUDT18"
"201614_s_at",-47.6642444239836,56.9058471807453,-7.75073759582711,9.96922719870269e-13,2.68506156201512e-10,2.58797977636009,"RUVBL1"
"224331_s_at",-322.252287590164,502.521604223602,-7.74728003655304,1.01684965747441e-12,2.72530661874574e-10,2.58296920569273,"MRPL36"
"205711_x_at",-2083.85303378689,1701.62092826087,-7.73918015316732,1.06508956086088e-12,2.84067179219847e-10,2.57123157012583,"ATP5F1C"
